B2881_G1_SCXHG_01728	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B2864_G2_SCGB_01676	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3562_G2_SCGB_01584	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3023_G2_SCGB_00106	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
wkB72_G2_Malaysia_00233	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3482_G2_SCGB_01922	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2889_G2_SCXHG_00393	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2973_G2_SCGB_01647	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3486_G2_SCXHG_01723	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3493_G2_SCXHG_01842	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
wkB195_G2_Malaysia_01060	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3468_G5_SCGB_01768	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3464_G5_SCGB_01819	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B2969_G5_SCGB_01471	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3791_G5_SXQL_01813	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3780_G5_SXQL_00530	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3788_G5_SXQL_01927	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3784_G5_SXQL_01811	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3835_G5_SXQL_01926	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3783_G5_SXQL_01814	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B2838_G5_SCGB_01501	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B2824_G5_SCXHG_00248	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B2869_G5_SCXHG_01460	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
wkB292_G5_Singapore_00918	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3801_G3_YNMZ_00205	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3804_G3_YNMZ_00404	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3815_G3_QHGD_01055	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3825_G3_QHGD_01004	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3823_G3_QHGD_00840	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3812_G3_QHGD_01672	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3831_G3_QHGD_01055	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3817_G3_QHGD_01023	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B2717_G3_SCGB_00247	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
wkB308_G3_Malaysia_00934	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B2881_G1_SCXHG_00839	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B2737_G1_SCGB_01159	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B2840_G1_SCGB_00027	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B2894_G1_SCXHG_00550	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B3000_G1_SCGB_00603	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B2776_G1_SCGB_00946	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B2781_G1_SCGB_00756	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B2887_G1_SCXHG_00027	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B2779_G1_SCGB_00756	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B2828_G1_SCXHG_00337	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
H1B0085_G1_SCGB_00304	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G1
B3724_G4_QHGD_00392	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3771_G4_QHGD_02057	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3759_G4_QHGD_00392	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3891_G4_QHGD_00389	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3766_G4_QHGD_00389	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3927_G4_QHGD_00389	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3773_G4_QHGD_00138	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3758_G4_QHGD_00138	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3976_G4_QHGD_01404	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3722_G4_QHGD_00392	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3892_G4_QHGD_00392	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3770_G4_QHGD_01187	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3172_G4_JLDH_00411	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B3127_G2_JLDH_01022	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2923_G4_SCGB_00401	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G4
B2623_G2_JLDH_01336	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3367_G2_JLDH_01452	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3372_G2_JLDH_01232	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2911_G2_SCGB_02020	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2849_G2_SCGB_02084	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2864_G2_SCGB_02113	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3562_G2_SCGB_02093	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3023_G2_SCGB_01869	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
wkB195_G2_Malaysia_01809	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2865_G2_SCXHG_02142	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2785_G2_SCXHG_02164	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
wkB72_G2_Malaysia_00316	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2973_G2_SCGB_00890	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3486_G2_SCXHG_00814	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3493_G2_SCXHG_01447	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2772_G2_SCWL_01386	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B2889_G2_SCXHG_01788	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3482_G2_SCGB_00901	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G2
B3468_G5_SCGB_00084	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3464_G5_SCGB_00084	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B2969_G5_SCGB_01627	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3791_G5_SXQL_01062	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3780_G5_SXQL_00156	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3788_G5_SXQL_00565	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3781_G5_SXQL_00364	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3784_G5_SXQL_00085	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3835_G5_SXQL_00811	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3783_G5_SXQL_00640	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B2824_G5_SCXHG_01906	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B2869_G5_SCXHG_00019	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B2838_G5_SCGB_00373	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
wkB292_G5_Singapore_00525	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G5
B3801_G3_YNMZ_00965	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3804_G3_YNMZ_00674	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3815_G3_QHGD_01396	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3825_G3_QHGD_00888	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3823_G3_QHGD_01403	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3812_G3_QHGD_01311	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3831_G3_QHGD_01402	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B3817_G3_QHGD_00089	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
B2717_G3_SCGB_01505	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
wkB308_G3_Malaysia_02106	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Orbales; f__Orbaceae; g__Gilliamella; s__Gilliamella_Acre_G3
